UMAP_1,UMAP_2,leiden,patient_name,cell_type_scChat
0.65602237,6.510492,1,S7,T cells
11.012412,7.895642,2,S7,Myeloid cells
0.112429895,6.490096,1,S7,T cells
2.6769986,3.7735152,0,S7,Fibroblasts
0.9064601,6.5184555,1,S7,T cells
11.94073,14.610244,8,S7,Plasma cells
0.4894002,6.6696267,1,S7,T cells
7.343409,2.115848,7,S7,Dendritic cells
9.968006,9.16286,2,S7,Myeloid cells
17.931948,6.4549103,20,S7,Mesothelial cells
6.130977,10.518422,10,S7,Smooth muscle cells
4.7817593,6.22757,6,S7,Epithelial cells
13.425795,12.190122,8,S7,Plasma cells
-0.028855056,5.417313,1,S7,T cells
3.4926324,0.19629285,0,S7,Fibroblasts
0.27616933,6.0723515,1,S7,T cells
3.6857796,3.4168317,0,S7,Fibroblasts
19.32204,14.644398,5,S7,NK cells
7.459867,2.3197105,7,S7,Dendritic cells
18.061638,14.8281975,5,S7,NK cells
17.256824,14.411802,5,S7,NK cells
13.1714525,13.967214,8,S7,Plasma cells
4.616422,3.7105963,0,S7,Fibroblasts
13.352615,14.674781,8,S7,Plasma cells
11.29184,-1.540017,13,S7,Macrophages
3.088094,1.9535576,0,S7,Fibroblasts
6.0650806,8.684704,10,S7,Smooth muscle cells
7.674195,3.2497888,7,S7,Dendritic cells
-5.09344,6.3486824,4,S7,Endothelial cells
4.7608047,2.209919,0,S7,Fibroblasts
-3.9305372,9.241744,4,S7,Endothelial cells
4.3362036,4.995646,16,S7,Platelets
3.8319123,3.2552965,0,S7,Fibroblasts
4.3541985,3.3577492,0,S7,Fibroblasts
6.530252,-2.262733,16,S7,Platelets
4.052548,3.1414397,0,S7,Fibroblasts
3.4873288,1.8583713,0,S7,Fibroblasts
13.285301,-3.1693723,3,S7,B cells
13.137074,-6.628519,3,S7,B cells
10.350625,10.8257065,2,S7,Myeloid cells
3.7653775,-0.098857686,0,S7,Fibroblasts
4.9122477,-3.5073395,14,S7,Neutrophils
10.413905,10.051862,2,S7,Myeloid cells
12.63802,-5.693126,3,S7,B cells
7.552175,1.7841114,7,S7,Dendritic cells
-0.018739019,5.868691,1,S7,T cells
18.01066,6.7022142,20,S7,Mesothelial cells
13.468721,1.5886102,11,S7,Pericytes
0.25838402,6.743862,1,S7,T cells
6.101907,1.1764642,15,S7,Erythrocytes
17.961487,5.8698497,20,S7,Mesothelial cells
12.066009,2.7323456,11,S7,Pericytes
13.025331,15.148142,8,S7,Plasma cells
18.909637,14.883869,5,S7,NK cells
2.8599272,4.4362917,0,S7,Fibroblasts
3.2407181,7.4794865,6,S7,Epithelial cells
8.438191,12.722981,17,S7,Basophils
3.446833,4.163621,0,S7,Fibroblasts
3.0474465,2.2579236,0,S7,Fibroblasts
8.011635,2.1373127,7,S7,Dendritic cells
2.7021897,1.4743195,0,S7,Fibroblasts
14.836811,9.600967,9,S7,Mast cells
7.053146,4.099581,7,S7,Dendritic cells
13.316178,13.0213,8,S7,Plasma cells
9.031724,12.017053,17,S7,Basophils
13.72511,10.37055,9,S7,Mast cells
0.45791012,6.7119694,1,S7,T cells
11.673096,14.113787,8,S7,Plasma cells
-3.7852154,3.9746644,4,S7,Endothelial cells
6.2716765,0.37870765,15,S7,Erythrocytes
5.529562,2.5847287,0,S7,Fibroblasts
12.556475,15.083417,8,S7,Plasma cells
4.7083383,4.8381515,16,S7,Platelets
3.5734253,3.0504365,0,S7,Fibroblasts
4.3089643,3.3992274,0,S7,Fibroblasts
3.7777934,4.2158947,0,S7,Fibroblasts
6.1122894,3.2358606,7,S7,Dendritic cells
11.897539,13.933505,8,S7,Plasma cells
14.736837,12.453827,22,S7,Chondrocytes
17.45893,13.314752,5,S7,NK cells
14.21555,-2.972863,3,S7,B cells
17.461,5.710301,20,S7,Mesothelial cells
1.3009084,6.114947,1,S7,T cells
-4.421794,9.3479,4,S7,Endothelial cells
-1.2274766,7.2173743,1,S7,T cells
13.081109,-0.8945911,13,S7,Macrophages
9.68629,-5.1861506,3,S7,B cells
3.080018,3.14492,0,S7,Fibroblasts
17.697927,13.44191,5,S7,NK cells
14.724226,12.02137,22,S7,Chondrocytes
5.1157255,5.045159,16,S7,Platelets
13.865249,7.888034,2,S7,Myeloid cells
14.52462,8.810568,9,S7,Mast cells
2.603735,-0.3806501,0,S7,Fibroblasts
4.7474856,2.9777944,0,S7,Fibroblasts
3.1808152,4.821509,0,S7,Fibroblasts
3.3551948,5.146296,16,S7,Platelets
9.63118,-1.7950342,15,S7,Erythrocytes
13.945887,8.098634,2,S7,Myeloid cells
7.759581,3.9039135,7,S7,Dendritic cells
4.51161,7.793863,6,S7,Epithelial cells
4.6910415,3.0814598,0,S7,Fibroblasts
12.428052,15.526442,8,S7,Plasma cells
18.664782,13.838309,5,S7,NK cells
4.547024,4.221789,0,S7,Fibroblasts
14.606208,10.398308,9,S7,Mast cells
11.021944,9.006243,2,S7,Myeloid cells
1.4522359,6.0626836,1,S7,T cells
6.0439124,8.621175,10,S7,Smooth muscle cells
3.1027265,-0.077980205,0,S7,Fibroblasts
9.985893,3.2017262,7,S7,Dendritic cells
3.4992516,6.5227737,6,S7,Epithelial cells
9.282685,1.050718,7,S7,Dendritic cells
18.127022,15.312919,5,S7,NK cells
2.688487,14.335748,18,S7,Progenitor cells
8.186795,1.0537063,7,S7,Dendritic cells
0.5702404,6.9800024,1,S7,T cells
15.338123,13.208162,22,S7,Chondrocytes
3.7188349,0.8399371,0,S7,Fibroblasts
4.8766203,6.593805,6,S7,Epithelial cells
2.4580522,-0.06532151,0,S7,Fibroblasts
6.907444,7.713388,10,S7,Smooth muscle cells
12.944645,14.391765,8,S7,Plasma cells
12.315769,11.087235,9,S7,Mast cells
5.822398,4.0002346,7,S7,Dendritic cells
11.451421,-5.060363,3,S7,B cells
19.37729,14.805518,5,S7,NK cells
13.135915,14.296699,8,S7,Plasma cells
3.6777818,-0.11196387,0,S7,Fibroblasts
11.949345,2.752928,11,S7,Pericytes
8.683344,12.968929,17,S7,Basophils
3.4647264,4.519016,0,S7,Fibroblasts
16.798439,8.061854,19,S7,Stromal cells
2.6308744,0.4054334,0,S7,Fibroblasts
6.8956027,7.8767977,10,S7,Smooth muscle cells
10.403512,10.23319,2,S7,Myeloid cells
1.6787562,5.356871,1,S7,T cells
5.6460695,2.1974082,0,S7,Fibroblasts
0.062349603,5.8546987,1,S7,T cells
2.9537175,0.9105747,0,S7,Fibroblasts
13.627993,-4.4458365,3,S7,B cells
3.4881482,0.5987128,0,S7,Fibroblasts
0.45812657,6.599039,1,S7,T cells
17.80418,5.439007,20,S7,Mesothelial cells
10.287474,1.5203352,7,S7,Dendritic cells
3.729977,0.9848743,0,S7,Fibroblasts
14.677603,10.313695,9,S7,Mast cells
2.8200972,14.458143,18,S7,Progenitor cells
8.41694,12.797969,17,S7,Basophils
6.3130445,1.1297208,15,S7,Erythrocytes
14.135587,11.779631,22,S7,Chondrocytes
6.4133754,1.0425092,15,S7,Erythrocytes
18.186338,15.055308,5,S7,NK cells
13.888163,7.6218987,2,S7,Myeloid cells
6.3682303,0.23222236,15,S7,Erythrocytes
9.893517,-2.671443,15,S7,Erythrocytes
2.8322034,-0.43076667,0,S7,Fibroblasts
7.6711807,4.1247807,7,S7,Dendritic cells
11.679948,13.443153,8,S7,Plasma cells
10.61068,9.493815,2,S7,Myeloid cells
13.770969,7.8355484,2,S7,Myeloid cells
2.558971,-0.4190917,0,S7,Fibroblasts
-5.0002136,5.693894,4,S7,Endothelial cells
8.468537,13.058311,17,S7,Basophils
3.8141325,8.360078,6,S7,Epithelial cells
13.530512,13.777766,8,S7,Plasma cells
0.54272765,6.100918,1,S7,T cells
4.5693884,1.2199214,0,S7,Fibroblasts
4.616472,3.6642554,0,S7,Fibroblasts
10.502456,9.677284,2,S7,Myeloid cells
2.4537704,1.0549471,0,S7,Fibroblasts
8.05083,2.445575,7,S7,Dendritic cells
9.969084,2.3672915,7,S7,Dendritic cells
0.20555924,5.524969,1,S7,T cells
-3.4372153,9.499123,4,S7,Endothelial cells
19.156418,13.952376,5,S7,NK cells
8.078119,4.8262815,7,S7,Dendritic cells
8.629481,12.730595,17,S7,Basophils
18.348007,14.616929,5,S7,NK cells
4.641856,2.5474942,0,S7,Fibroblasts
0.70597696,6.8387256,1,S7,T cells
5.0804486,2.595337,0,S7,Fibroblasts
16.180624,9.848423,9,S7,Mast cells
3.304468,0.35306782,0,S7,Fibroblasts
3.137618,2.7748804,0,S7,Fibroblasts
4.411962,2.8126533,0,S7,Fibroblasts
4.9775815,5.7448115,16,S7,Platelets
4.204993,5.4110336,16,S7,Platelets
18.022171,14.978102,5,S7,NK cells
5.2853703,2.4167416,0,S7,Fibroblasts
4.2512026,2.7880995,0,S7,Fibroblasts
11.095017,8.46225,2,S7,Myeloid cells
6.6502156,0.5154215,15,S7,Erythrocytes
8.119917,4.9558926,7,S7,Dendritic cells
3.8132195,3.5888755,0,S7,Fibroblasts
15.295271,13.198689,22,S7,Chondrocytes
3.4470065,3.1607652,0,S7,Fibroblasts
7.306732,2.0890646,7,S7,Dendritic cells
12.141598,15.210204,8,S7,Plasma cells
19.117634,13.481178,5,S7,NK cells
9.682003,-2.7875507,15,S7,Erythrocytes
12.532908,12.318864,8,S7,Plasma cells
4.984186,5.008161,0,S7,Fibroblasts
5.238414,2.840621,0,S7,Fibroblasts
1.6655017,3.6052089,0,S7,Fibroblasts
13.121781,-3.9091806,3,S7,B cells
17.217735,12.437693,5,S7,NK cells
2.8007145,-0.3015545,0,S7,Fibroblasts
12.316442,14.904456,8,S7,Plasma cells
8.426601,1.493754,7,S7,Dendritic cells
-3.3660116,4.553619,4,S7,Endothelial cells
4.8061543,4.976137,16,S7,Platelets
-0.17092602,6.7602134,1,S7,T cells
16.139389,10.240067,9,S7,Mast cells
-0.4679593,6.6440544,1,S7,T cells
9.652534,3.187345,7,S7,Dendritic cells
0.3766639,6.4712496,1,S7,T cells
2.6130817,1.831996,0,S7,Fibroblasts
5.6654906,-4.8197527,14,S7,Neutrophils
19.540722,14.724737,5,S7,NK cells
13.161904,-4.8302636,3,S7,B cells
4.344388,3.6451151,0,S7,Fibroblasts
13.005912,10.551417,9,S7,Mast cells
-3.320832,5.992388,4,S7,Endothelial cells
10.200092,2.4341218,7,S7,Dendritic cells
4.951593,5.2476554,16,S7,Platelets
12.132047,15.3977785,8,S7,Plasma cells
10.903279,9.085215,2,S7,Myeloid cells
4.247419,13.534804,18,S7,Progenitor cells
4.7244987,-4.8119717,14,S7,Neutrophils
9.033195,12.790587,17,S7,Basophils
11.502707,-4.0175595,3,S7,B cells
-4.5111847,6.04901,4,S7,Endothelial cells
4.2613316,3.4665594,0,S7,Fibroblasts
11.151599,13.490635,8,S7,Plasma cells
11.157543,11.69881,8,S7,Plasma cells
3.4285085,0.91174316,0,S7,Fibroblasts
4.9408674,5.215915,16,S7,Platelets
3.8110642,4.075185,0,S7,Fibroblasts
13.048875,14.089028,8,S7,Plasma cells
-0.9350877,1.5470649,4,S7,Endothelial cells
8.304462,3.046372,7,S7,Dendritic cells
7.2712955,3.8988452,7,S7,Dendritic cells
2.4958885,2.032063,0,S7,Fibroblasts
-4.3729954,8.789208,4,S7,Endothelial cells
12.49569,14.364194,8,S7,Plasma cells
10.464664,9.966639,2,S7,Myeloid cells
3.27455,2.6683152,0,S7,Fibroblasts
12.431145,15.613099,8,S7,Plasma cells
2.8546057,4.9045224,0,S7,Fibroblasts
0.10347585,5.397635,1,S7,T cells
12.829528,12.530317,8,S7,Plasma cells
2.4689,0.8531347,0,S7,Fibroblasts
3.5877542,4.568542,0,S7,Fibroblasts
7.8267183,4.1759086,7,S7,Dendritic cells
18.9738,13.7042465,5,S7,NK cells
7.845064,3.796525,7,S7,Dendritic cells
2.6020267,2.2438188,0,S7,Fibroblasts
11.924882,10.386694,9,S7,Mast cells
-2.535856,4.9758253,1,S7,T cells
12.730643,4.883217,11,S7,Pericytes
17.954601,5.417024,20,S7,Mesothelial cells
4.0313787,4.369962,0,S7,Fibroblasts
6.033887,-4.320993,14,S7,Neutrophils
12.666182,15.357065,8,S7,Plasma cells
2.794913,0.31884778,0,S7,Fibroblasts
4.870643,-3.9211652,14,S7,Neutrophils
7.9755597,9.838004,10,S7,Smooth muscle cells
9.892549,-1.9245842,15,S7,Erythrocytes
0.4433133,6.914416,1,S7,T cells
8.892776,2.7890468,7,S7,Dendritic cells
-1.5084459,6.1543345,1,S7,T cells
13.611483,13.314437,8,S7,Plasma cells
3.763999,4.077585,0,S7,Fibroblasts
12.179989,9.353982,2,S7,Myeloid cells
2.2218544,2.0889225,0,S7,Fibroblasts
14.738651,10.047691,9,S7,Mast cells
-0.5492805,6.1757603,1,S7,T cells
17.971657,5.352709,20,S7,Mesothelial cells
14.562361,9.274529,9,S7,Mast cells
14.631713,8.816652,9,S7,Mast cells
2.951533,3.493794,0,S7,Fibroblasts
12.281113,15.3559675,8,S7,Plasma cells
3.1942472,1.1321855,0,S7,Fibroblasts
4.7188687,-3.6302185,14,S7,Neutrophils
17.763718,5.540486,20,S7,Mesothelial cells
10.373375,9.194178,2,S7,Myeloid cells
0.5541869,6.8394566,1,S7,T cells
4.820276,5.4374766,16,S7,Platelets
19.072327,14.155235,5,S7,NK cells
14.315534,12.216333,22,S7,Chondrocytes
9.59442,-2.7741303,15,S7,Erythrocytes
8.093652,4.735638,7,S7,Dendritic cells
10.2445965,2.9974573,7,S7,Dendritic cells
2.548855,14.243206,18,S7,Progenitor cells
7.340526,3.316984,7,S7,Dendritic cells
7.0025053,8.444143,10,S7,Smooth muscle cells
3.9796925,0.3352176,0,S7,Fibroblasts
7.7379546,3.5544538,7,S7,Dendritic cells
8.1443405,4.7390356,7,S7,Dendritic cells
10.868285,-5.518414,3,S7,B cells
17.582975,12.336083,5,S7,NK cells
12.842224,15.458742,8,S7,Plasma cells
0.3847144,7.0069823,1,S7,T cells
1.2187896,5.7610016,1,S7,T cells
7.983994,4.836439,7,S7,Dendritic cells
6.9864388,2.101977,7,S7,Dendritic cells
10.601838,9.970315,2,S7,Myeloid cells
2.179648,4.187465,0,S7,Fibroblasts
4.960459,5.102078,16,S7,Platelets
7.85347,2.225094,7,S7,Dendritic cells
6.755329,2.0624666,15,S7,Erythrocytes
16.325954,9.691954,9,S7,Mast cells
0.32324675,5.9624844,1,S7,T cells
11.901983,-5.5787387,3,S7,B cells
3.3028276,5.217201,0,S7,Fibroblasts
12.301325,-5.521666,3,S7,B cells
10.358386,9.554646,2,S7,Myeloid cells
10.216238,1.3423413,7,S7,Dendritic cells
4.4655104,3.05368,0,S7,Fibroblasts
3.6094997,1.0573702,0,S7,Fibroblasts
17.795572,6.6819305,20,S7,Mesothelial cells
0.41961694,5.949098,1,S7,T cells
15.198278,13.041176,22,S7,Chondrocytes
4.5282483,4.72779,16,S7,Platelets
3.8175118,12.288513,18,S7,Progenitor cells
4.7453527,5.4590483,16,S7,Platelets
9.48555,2.1188736,7,S7,Dendritic cells
8.388406,13.070516,17,S7,Basophils
3.9213963,3.6226292,0,S7,Fibroblasts
7.3232055,4.358243,7,S7,Dendritic cells
12.562718,15.437064,8,S7,Plasma cells
12.209108,0.95717233,11,S7,Pericytes
-1.3612434,6.047747,1,S7,T cells
12.57235,15.37235,8,S7,Plasma cells
7.5506682,3.6826723,7,S7,Dendritic cells
8.454819,12.778438,17,S7,Basophils
2.3867822,14.185087,18,S7,Progenitor cells
19.052425,14.5867605,5,S7,NK cells
17.896824,12.019206,5,S7,NK cells
15.771731,6.3278956,20,S7,Mesothelial cells
15.913828,6.17119,20,S7,Mesothelial cells
2.1202042,4.547567,0,S7,Fibroblasts
8.730519,2.0513496,7,S7,Dendritic cells
18.024439,14.804482,5,S7,NK cells
7.946306,0.528302,7,S7,Dendritic cells
6.941174,7.611374,10,S7,Smooth muscle cells
6.707717,7.7249064,10,S7,Smooth muscle cells
8.162882,4.914503,7,S7,Dendritic cells
14.917659,10.316087,9,S7,Mast cells
13.695343,7.581967,2,S7,Myeloid cells
-0.88232756,2.2326748,4,S7,Endothelial cells
3.0001366,5.710871,0,S7,Fibroblasts
0.117566094,6.7733593,1,S7,T cells
6.536137,0.6306659,15,S7,Erythrocytes
12.857597,15.203605,8,S7,Plasma cells
2.5125494,14.156799,18,S7,Progenitor cells
6.0960016,-4.527098,14,S7,Neutrophils
0.06731476,5.795345,1,S7,T cells
13.67111,-0.714543,11,S7,Pericytes
3.287059,0.93214184,0,S7,Fibroblasts
17.824295,13.5015545,5,S7,NK cells
4.050169,13.323177,18,S7,Progenitor cells
0.13583279,6.9565673,1,S7,T cells
13.191777,10.688012,9,S7,Mast cells
3.5445354,3.964686,0,S7,Fibroblasts
7.927844,4.4289207,7,S7,Dendritic cells
10.22218,2.7008467,7,S7,Dendritic cells
8.014448,4.7711463,7,S7,Dendritic cells
8.667861,12.742784,17,S7,Basophils
17.835356,13.671127,5,S7,NK cells
9.711631,2.5816774,7,S7,Dendritic cells
10.061206,12.601456,17,S7,Basophils
4.2912955,2.0906339,0,S7,Fibroblasts
3.34353,-0.70773995,0,S7,Fibroblasts
17.897604,11.390058,5,S7,NK cells
3.0637422,0.5293234,0,S7,Fibroblasts
11.923059,14.069912,8,S7,Plasma cells
4.999034,3.2563424,0,S7,Fibroblasts
8.863208,12.284487,17,S7,Basophils
15.547296,10.026348,9,S7,Mast cells
2.7861884,-0.037752572,0,S7,Fibroblasts
3.3720944,-0.7029719,0,S7,Fibroblasts
10.127547,3.220844,7,S7,Dendritic cells
4.174803,4.935001,16,S7,Platelets
4.332065,4.970705,16,S7,Platelets
3.5502813,4.050818,0,S7,Fibroblasts
11.622864,13.91253,8,S7,Plasma cells
5.0966063,2.548274,0,S7,Fibroblasts
12.883463,2.3653562,11,S7,Pericytes
2.5351043,0.45095178,0,S7,Fibroblasts
12.523312,14.471173,8,S7,Plasma cells
-2.6799886,3.698821,4,S7,Endothelial cells
3.8841908,13.202722,18,S7,Progenitor cells
0.14014247,6.8969555,1,S7,T cells
2.6366956,2.5048275,0,S7,Fibroblasts
12.824012,10.020493,9,S7,Mast cells
11.334452,-3.7135112,3,S7,B cells
19.026064,12.630648,5,S7,NK cells
9.723476,3.2282815,7,S7,Dendritic cells
7.901593,0.598289,7,S7,Dendritic cells
5.9009523,2.4893522,0,S7,Fibroblasts
3.1020188,-0.44425607,0,S7,Fibroblasts
17.75116,13.818463,5,S7,NK cells
13.246407,-4.506758,3,S7,B cells
9.650792,9.657284,2,S7,Myeloid cells
10.525971,10.80797,2,S7,Myeloid cells
19.540564,14.615891,5,S7,NK cells
16.004787,9.78941,9,S7,Mast cells
15.699488,9.8181715,9,S7,Mast cells
10.208063,3.1843114,7,S7,Dendritic cells
13.02295,5.2374916,11,S7,Pericytes
11.159686,8.689126,2,S7,Myeloid cells
3.9404447,2.4910634,0,S7,Fibroblasts
6.3418584,0.37608546,15,S7,Erythrocytes
8.7088175,11.598097,17,S7,Basophils
3.9229007,6.091392,6,S7,Epithelial cells
4.4784775,13.2138605,18,S7,Progenitor cells
3.1928406,0.2609333,0,S7,Fibroblasts
12.221174,14.874557,8,S7,Plasma cells
4.014166,0.3835471,0,S7,Fibroblasts
13.418221,13.66325,8,S7,Plasma cells
0.17079374,6.044034,1,S7,T cells
11.929332,10.352051,9,S7,Mast cells
14.822529,7.8753676,2,S7,Myeloid cells
16.93293,14.908292,5,S7,NK cells
6.091487,1.8818922,15,S7,Erythrocytes
9.606706,3.1460707,7,S7,Dendritic cells
0.7513626,6.993755,2,S7,Myeloid cells
13.024699,15.2522,8,S7,Plasma cells
7.835982,2.3672001,7,S7,Dendritic cells
10.050588,2.7907357,7,S7,Dendritic cells
6.3335686,0.9363339,15,S7,Erythrocytes
11.926376,15.261636,8,S7,Plasma cells
18.8609,13.715175,5,S7,NK cells
12.873959,-6.7673583,3,S7,B cells
4.935994,4.9489727,16,S7,Platelets
4.634047,4.10081,0,S7,Fibroblasts
4.3348804,13.725421,18,S7,Progenitor cells
10.233438,3.273852,7,S7,Dendritic cells
8.067121,4.8878045,7,S7,Dendritic cells
-2.4392712,6.191584,1,S7,T cells
-2.8380454,1.9369639,4,S7,Endothelial cells
3.058466,1.2631325,0,S7,Fibroblasts
2.536427,4.241661,0,S7,Fibroblasts
6.4499474,-2.4028904,16,S7,Platelets
0.682113,2.8786778,0,S7,Fibroblasts
13.194181,14.744921,8,S7,Plasma cells
14.075775,9.979495,9,S7,Mast cells
3.5590892,4.8646097,0,S7,Fibroblasts
13.135346,15.176047,8,S7,Plasma cells
17.758493,6.005452,20,S7,Mesothelial cells
8.199735,0.91110384,7,S7,Dendritic cells
5.0075965,2.7740932,0,S7,Fibroblasts
8.51923,12.838648,17,S7,Basophils
12.0000725,14.263335,8,S7,Plasma cells
18.314678,14.507958,5,S7,NK cells
2.5876024,2.046088,0,S7,Fibroblasts
11.574057,-3.0566664,3,S7,B cells
8.448361,12.790481,17,S7,Basophils
13.37142,-3.943761,3,S7,B cells
4.163623,4.2035403,16,S7,Platelets
-1.9395466,2.5085354,4,S7,Endothelial cells
10.510371,10.464928,2,S7,Myeloid cells
9.064324,1.1543907,7,S7,Dendritic cells
12.547323,8.984878,9,S7,Mast cells
13.521197,13.194909,8,S7,Plasma cells
5.3748064,2.4122791,15,S7,Erythrocytes
17.740528,5.5035453,20,S7,Mesothelial cells
-0.72774774,1.3915111,4,S7,Endothelial cells
15.479306,9.990292,9,S7,Mast cells
13.194529,-3.6607802,3,S7,B cells
4.174483,0.55924326,0,S7,Fibroblasts
10.514218,9.970835,2,S7,Myeloid cells
2.6900346,1.7298162,0,S7,Fibroblasts
9.685513,-5.0923014,3,S7,B cells
8.846474,2.804598,7,S7,Dendritic cells
8.939068,1.6449347,7,S7,Dendritic cells
14.319708,10.3478155,9,S7,Mast cells
3.9853492,4.3512344,16,S7,Platelets
10.825038,9.728793,2,S7,Myeloid cells
10.092296,-5.7759624,3,S7,B cells
13.968833,9.143127,9,S7,Mast cells
3.5275795,0.96425164,0,S7,Fibroblasts
9.403174,-1.7796794,15,S7,Erythrocytes
3.8089793,7.7321253,6,S7,Epithelial cells
12.816169,14.488999,8,S7,Plasma cells
4.6052523,5.5322013,16,S7,Platelets
3.8222945,13.281709,18,S7,Progenitor cells
9.525852,-2.6224325,15,S7,Erythrocytes
2.180651,4.019796,0,S7,Fibroblasts
4.2230577,0.8059495,0,S7,Fibroblasts
14.0931635,-2.938086,3,S7,B cells
-4.055832,9.26993,4,S7,Endothelial cells
0.7566437,2.6443174,0,S7,Fibroblasts
12.12654,15.021333,8,S7,Plasma cells
4.680605,3.7119727,0,S7,Fibroblasts
3.1397812,4.5076985,0,S7,Fibroblasts
4.6368985,-4.4773583,14,S7,Neutrophils
7.9323754,3.4010563,7,S7,Dendritic cells
9.889921,-2.3476894,15,S7,Erythrocytes
6.2435193,0.10835155,15,S7,Erythrocytes
5.257933,3.2127016,0,S7,Fibroblasts
13.069443,14.521976,8,S7,Plasma cells
8.697403,0.30426714,7,S7,Dendritic cells
0.765913,3.3817945,0,S7,Fibroblasts
12.335824,14.534475,8,S7,Plasma cells
8.925289,12.606202,17,S7,Basophils
3.3711512,1.9517784,0,S7,Fibroblasts
6.1216683,0.5424331,15,S7,Erythrocytes
8.353471,12.99487,17,S7,Basophils
2.5426817,1.6812762,0,S7,Fibroblasts
12.570511,13.367455,8,S7,Plasma cells
2.400897,14.238368,18,S7,Progenitor cells
8.899977,12.793655,17,S7,Basophils
10.334071,-2.529681,3,S7,B cells
1.8309375,4.018474,0,S7,Fibroblasts
4.189289,3.2124174,0,S7,Fibroblasts
5.0375195,3.2554877,0,S7,Fibroblasts
8.125495,4.883261,7,S7,Dendritic cells
10.307968,1.5722597,7,S7,Dendritic cells
15.064851,8.841209,9,S7,Mast cells
5.1227393,4.141923,0,S7,Fibroblasts
13.294754,12.73391,8,S7,Plasma cells
19.07639,13.9238615,5,S7,NK cells
0.7520595,6.384906,1,S7,T cells
12.532192,-4.8967857,3,S7,B cells
13.55744,-5.190139,3,S7,B cells
1.6435612,-0.0029286675,0,S7,Fibroblasts
1.7523007,0.4808358,0,S7,Fibroblasts
2.6957579,1.2397172,0,S7,Fibroblasts
2.8624754,1.3984848,0,S7,Fibroblasts
18.274084,14.93994,5,S7,NK cells
17.521873,14.097173,5,S7,NK cells
9.765804,1.0625005,7,S7,Dendritic cells
19.392353,14.488287,5,S7,NK cells
8.087923,0.75301266,7,S7,Dendritic cells
13.153023,14.831244,8,S7,Plasma cells
6.9292297,9.174425,10,S7,Smooth muscle cells
8.421049,12.601707,17,S7,Basophils
3.2689445,-0.78825057,0,S7,Fibroblasts
3.4344223,-3.276024,14,S7,Neutrophils
4.4364653,2.5637355,0,S7,Fibroblasts
9.153085,11.602318,17,S7,Basophils
2.751833,1.5424943,0,S7,Fibroblasts
3.8886213,13.107352,18,S7,Progenitor cells
15.519136,9.459062,9,S7,Mast cells
11.753749,7.866907,2,S7,Myeloid cells
7.404347,2.545121,7,S7,Dendritic cells
9.436603,2.7637417,7,S7,Dendritic cells
19.992357,14.361098,5,S7,NK cells
2.679318,-0.30294472,0,S7,Fibroblasts
18.334545,14.854237,5,S7,NK cells
17.45957,12.259658,5,S7,NK cells
11.016331,11.509604,8,S7,Plasma cells
11.979412,-6.2142525,3,S7,B cells
17.918987,14.465415,5,S7,NK cells
2.9931498,-0.63450533,0,S7,Fibroblasts
5.9372635,1.0353299,15,S7,Erythrocytes
9.31769,3.097795,7,S7,Dendritic cells
2.9622142,2.9554179,0,S7,Fibroblasts
9.61604,2.8160107,7,S7,Dendritic cells
9.945664,10.048961,2,S7,Myeloid cells
-2.6799676,5.083652,1,S7,T cells
18.928791,12.423226,5,S7,NK cells
7.338698,4.0009,7,S7,Dendritic cells
0.42565343,5.731564,1,S7,T cells
16.094719,9.810665,9,S7,Mast cells
3.2209923,4.6100054,0,S7,Fibroblasts
17.830727,13.410675,5,S7,NK cells
-3.065626,3.377323,4,S7,Endothelial cells
4.9811187,5.570747,16,S7,Platelets
11.890427,7.1800327,2,S7,Myeloid cells
2.7575085,0.50917894,0,S7,Fibroblasts
-0.9034112,2.295535,4,S7,Endothelial cells
11.889838,-2.704719,3,S7,B cells
2.5447042,6.05315,6,S7,Epithelial cells
3.752816,3.0268254,0,S7,Fibroblasts
10.769962,10.136086,2,S7,Myeloid cells
19.250404,14.765202,5,S7,NK cells
15.979417,10.0061245,9,S7,Mast cells
3.3197987,1.0341616,0,S7,Fibroblasts
8.410676,12.785262,17,S7,Basophils
12.150666,2.7690065,11,S7,Pericytes
18.246819,14.756048,5,S7,NK cells
18.255657,12.534743,5,S7,NK cells
3.4891007,2.772312,0,S7,Fibroblasts
5.5827165,2.197376,0,S7,Fibroblasts
3.2195349,0.28576463,0,S7,Fibroblasts
15.919645,9.265268,9,S7,Mast cells
11.139157,-3.641264,3,S7,B cells
2.906869,4.635425,0,S7,Fibroblasts
12.102587,15.453772,8,S7,Plasma cells
17.929129,14.190121,5,S7,NK cells
10.1767435,1.3712204,7,S7,Dendritic cells
18.327866,15.120376,5,S7,NK cells
-3.236722,3.6272838,4,S7,Endothelial cells
2.752908,0.77488804,0,S7,Fibroblasts
4.554665,4.5681787,16,S7,Platelets
19.806417,14.433532,5,S7,NK cells
2.2209074,-0.24390192,0,S7,Fibroblasts
0.07244768,6.2969637,1,S7,T cells
10.702024,-3.959065,3,S7,B cells
4.3668494,3.5898159,0,S7,Fibroblasts
3.2737799,3.818615,0,S7,Fibroblasts
8.538315,-0.04295629,7,S7,Dendritic cells
0.62400824,6.851948,1,S7,T cells
10.672647,9.868785,2,S7,Myeloid cells
0.5397788,6.504578,1,S7,T cells
12.632427,14.595741,8,S7,Plasma cells
